row_id,model,transformation,true_label,original_prediction,transformed_prediction,prediction_changed,original_caption,transformed_caption
80706,BLIP Caption + BERT,darken,1,0,1,True,a man in a suit and tie sitting at a table,a man in a purple shirt
80706,CLIP + MLP,crop,1,0,0,False,,
80706,ViLT,crop,1,0,0,False,,
80706,BLIP Caption + BERT,crop,1,0,0,False,a man in a suit and tie sitting at a table,a man in a suit and tie sitting at a table
35239,CLIP + MLP,blur,0,0,0,False,,
35239,ViLT,blur,0,0,0,False,,
35239,BLIP Caption + BERT,blur,0,0,0,False,the interior of a car with the steering and dashboard,the interior of a car with a steering
35239,CLIP + MLP,grayscale,0,0,0,False,,
35239,ViLT,grayscale,0,0,0,False,,
35239,BLIP Caption + BERT,grayscale,0,0,0,False,the interior of a car with the steering and dashboard,the interior of a car with the steering and dash
35239,CLIP + MLP,darken,0,0,0,False,,
35239,ViLT,darken,0,0,0,False,,
35239,BLIP Caption + BERT,darken,0,0,0,False,the interior of a car with the steering and dashboard,the interior of a car
35239,CLIP + MLP,crop,0,0,0,False,,
35239,ViLT,crop,0,0,0,False,,
35239,BLIP Caption + BERT,crop,0,0,0,False,the interior of a car with the steering and dashboard,the interior of a car with a steering and dashboard
80905,CLIP + MLP,blur,1,0,0,False,,
80905,ViLT,blur,1,1,0,True,,
80905,BLIP Caption + BERT,blur,1,0,0,False,three men in mugs,two men are seen in this mug shot
80905,CLIP + MLP,grayscale,1,0,0,False,,
80905,ViLT,grayscale,1,1,0,True,,
80905,BLIP Caption + BERT,grayscale,1,0,0,False,three men in mugs,a man with a mustache and a striped shirt
80905,CLIP + MLP,darken,1,0,0,False,,
80905,ViLT,darken,1,1,1,False,,
80905,BLIP Caption + BERT,darken,1,0,0,False,three men in mugs,two men in mugs
80905,CLIP + MLP,crop,1,0,0,False,,
80905,ViLT,crop,1,1,1,False,,
80905,BLIP Caption + BERT,crop,1,0,0,False,three men in mugs,two men in mugs
40562,CLIP + MLP,blur,1,0,0,False,,
40562,ViLT,blur,1,0,0,False,,
40562,BLIP Caption + BERT,blur,1,0,0,False,a man standing on a stage,a man standing on a stage with a microphone
40562,CLIP + MLP,grayscale,1,0,0,False,,
40562,ViLT,grayscale,1,0,0,False,,
40562,BLIP Caption + BERT,grayscale,1,0,0,False,a man standing on a stage,person performs on stage during the mbc ' s got a lot
40562,CLIP + MLP,darken,1,0,0,False,,
40562,ViLT,darken,1,0,0,False,,
40562,BLIP Caption + BERT,darken,1,0,1,True,a man standing on a stage,a man in a black jacket
40562,CLIP + MLP,crop,1,0,0,False,,
40562,ViLT,crop,1,0,0,False,,
40562,BLIP Caption + BERT,crop,1,0,0,False,a man standing on a stage,a man in a black shirt
86888,CLIP + MLP,blur,0,0,0,False,,
86888,ViLT,blur,0,0,0,False,,
86888,BLIP Caption + BERT,blur,0,0,0,False,a cow and a baby cow in a field,a cow and a baby cow in a field
86888,CLIP + MLP,grayscale,0,0,0,False,,
86888,ViLT,grayscale,0,0,0,False,,
86888,BLIP Caption + BERT,grayscale,0,0,0,False,a cow and a baby cow in a field,a cow and a cow are in a field
86888,CLIP + MLP,darken,0,0,0,False,,
86888,ViLT,darken,0,0,0,False,,
86888,BLIP Caption + BERT,darken,0,0,0,False,a cow and a baby cow in a field,a cow and a baby cow in a field
86888,CLIP + MLP,crop,0,0,0,False,,
86888,ViLT,crop,0,0,0,False,,
86888,BLIP Caption + BERT,crop,0,0,0,False,a cow and a baby cow in a field,a cow is standing next to a cow
9317,CLIP + MLP,blur,0,1,1,False,,
9317,ViLT,blur,0,1,0,True,,
9317,BLIP Caption + BERT,blur,0,0,0,False,a fish tank filled with plants and water,a plant in a pot on a table
9317,CLIP + MLP,grayscale,0,1,1,False,,
9317,ViLT,grayscale,0,1,0,True,,
9317,BLIP Caption + BERT,grayscale,0,0,0,False,a fish tank filled with plants and water,a black and white photo of a plant in a pot
9317,CLIP + MLP,darken,0,1,1,False,,
9317,ViLT,darken,0,1,1,False,,
9317,BLIP Caption + BERT,darken,0,0,0,False,a fish tank filled with plants and water,a small aquarium with plants inside
9317,CLIP + MLP,crop,0,1,1,False,,
9317,ViLT,crop,0,1,0,True,,
9317,BLIP Caption + BERT,crop,0,0,0,False,a fish tank filled with plants and water,a fish tank filled with plants and water
3201,CLIP + MLP,blur,1,1,1,False,,
3201,ViLT,blur,1,0,0,False,,
3201,BLIP Caption + BERT,blur,1,1,0,True,the huffington on the go,a website with a bunch of different pictures
3201,CLIP + MLP,grayscale,1,1,1,False,,
3201,ViLT,grayscale,1,0,0,False,,
3201,BLIP Caption + BERT,grayscale,1,1,1,False,the huffington on the go,the huffington on the go
3201,CLIP + MLP,darken,1,1,1,False,,
3201,ViLT,darken,1,0,0,False,,
3201,BLIP Caption + BERT,darken,1,1,1,False,the huffington on the go,the huffington post
3201,CLIP + MLP,crop,1,1,1,False,,
3201,ViLT,crop,1,0,0,False,,
3201,BLIP Caption + BERT,crop,1,1,0,True,the huffington on the go,the ultimate guide to the best online dating sites
8404,CLIP + MLP,blur,1,0,0,False,,
8404,ViLT,blur,1,1,1,False,,
8404,BLIP Caption + BERT,blur,1,0,0,False,a man driving a car with a cell phone in his hand,a blurry view of a classroom with a computer screen
8404,CLIP + MLP,grayscale,1,0,0,False,,
8404,ViLT,grayscale,1,1,1,False,,
8404,BLIP Caption + BERT,grayscale,1,0,0,False,a man driving a car with a cell phone in his hand,a man driving a car with a steering
8404,CLIP + MLP,darken,1,0,0,False,,
8404,ViLT,darken,1,1,1,False,,
8404,BLIP Caption + BERT,darken,1,0,0,False,a man driving a car with a cell phone in his hand,a man driving a car with a cell in his hand
8404,CLIP + MLP,crop,1,0,0,False,,
8404,ViLT,crop,1,1,1,False,,
8404,BLIP Caption + BERT,crop,1,0,0,False,a man driving a car with a cell phone in his hand,a man driving a car with a cell in his hand
48821,CLIP + MLP,blur,0,0,0,False,,
48821,ViLT,blur,0,0,0,False,,
48821,BLIP Caption + BERT,blur,0,0,0,False,a red car is driving in front of a blue planet,a small red object with a black background
48821,CLIP + MLP,grayscale,0,0,0,False,,
48821,ViLT,grayscale,0,0,0,False,,
48821,BLIP Caption + BERT,grayscale,0,0,0,False,a red car is driving in front of a blue planet,a black and white image of a car with the moon in the background
48821,CLIP + MLP,darken,0,0,0,False,,
48821,ViLT,darken,0,0,0,False,,
48821,BLIP Caption + BERT,darken,0,0,0,False,a red car is driving in front of a blue planet,a red car with a moon in the background
48821,CLIP + MLP,crop,0,0,0,False,,
48821,ViLT,crop,0,0,0,False,,
48821,BLIP Caption + BERT,crop,0,0,0,False,a red car is driving in front of a blue planet,a red car with a moon in the background
10760,CLIP + MLP,blur,1,1,1,False,,
10760,ViLT,blur,1,1,1,False,,
10760,BLIP Caption + BERT,blur,1,0,0,False,a col col col col col col col col col col col col col col col col col col col col,a bunch of posters with different designs
10760,CLIP + MLP,grayscale,1,1,1,False,,
10760,ViLT,grayscale,1,1,1,False,,
10760,BLIP Caption + BERT,grayscale,1,0,0,False,a col col col col col col col col col col col col col col col col col col col col,a col col col col col col col col col col col col col col col col col col col col
10760,CLIP + MLP,darken,1,1,1,False,,
10760,ViLT,darken,1,1,1,False,,
10760,BLIP Caption + BERT,darken,1,0,0,False,a col col col col col col col col col col col col col col col col col col col col,various posters and flyers for the beatles
10760,CLIP + MLP,crop,1,1,1,False,,
10760,ViLT,crop,1,1,1,False,,
10760,BLIP Caption + BERT,crop,1,0,0,False,a col col col col col col col col col col col col col col col col col col col col,four different posters on a wooden table
106623,CLIP + MLP,blur,1,1,1,False,,
106623,ViLT,blur,1,1,1,False,,
106623,BLIP Caption + BERT,blur,1,0,0,False,a large pile of wood in a warehouse,a large room with many tables and chairs
106623,CLIP + MLP,grayscale,1,1,1,False,,
106623,ViLT,grayscale,1,1,1,False,,
106623,BLIP Caption + BERT,grayscale,1,0,0,False,a large pile of wood in a warehouse,a black and white photo of a fence
106623,CLIP + MLP,darken,1,1,1,False,,
106623,ViLT,darken,1,1,1,False,,
106623,BLIP Caption + BERT,darken,1,0,0,False,a large pile of wood in a warehouse,a large pile of wood is behind a fence
106623,CLIP + MLP,crop,1,1,1,False,,
106623,ViLT,crop,1,1,1,False,,
106623,BLIP Caption + BERT,crop,1,0,0,False,a large pile of wood in a warehouse,a fence with a bunch of wooden crates behind it
76586,CLIP + MLP,blur,0,0,0,False,,
76586,ViLT,blur,0,0,0,False,,
76586,BLIP Caption + BERT,blur,0,0,0,False,a man in a suit and tie holding a golf ball,a man in a suit and tie holding a golf club
76586,CLIP + MLP,grayscale,0,0,0,False,,
76586,ViLT,grayscale,0,0,0,False,,
76586,BLIP Caption + BERT,grayscale,0,0,0,False,a man in a suit and tie holding a golf ball,a man in a suit and tie holding a golf club
76586,CLIP + MLP,darken,0,0,0,False,,
76586,ViLT,darken,0,0,0,False,,
76586,BLIP Caption + BERT,darken,0,0,0,False,a man in a suit and tie holding a golf ball,a man in a suit and tie holding a golf club
76586,CLIP + MLP,crop,0,0,0,False,,
76586,ViLT,crop,0,0,0,False,,
76586,BLIP Caption + BERT,crop,0,0,0,False,a man in a suit and tie holding a golf ball,a man in a suit and tie holding a golf club
23133,CLIP + MLP,blur,1,1,1,False,,
23133,ViLT,blur,1,1,1,False,,
23133,BLIP Caption + BERT,blur,1,0,0,False,a person holding a card in their hand,a person holding a card in their hand
23133,CLIP + MLP,grayscale,1,1,1,False,,
23133,ViLT,grayscale,1,1,0,True,,
23133,BLIP Caption + BERT,grayscale,1,0,0,False,a person holding a card in their hand,a person holding a card in their hand
23133,CLIP + MLP,darken,1,1,1,False,,
23133,ViLT,darken,1,1,1,False,,
23133,BLIP Caption + BERT,darken,1,0,0,False,a person holding a card in their hand,a person holding a card in their hand
23133,CLIP + MLP,crop,1,1,1,False,,
23133,ViLT,crop,1,1,1,False,,
23133,BLIP Caption + BERT,crop,1,0,0,False,a person holding a card in their hand,a person holding a card in their hand
19944,CLIP + MLP,blur,0,0,0,False,,
19944,ViLT,blur,0,0,0,False,,
19944,BLIP Caption + BERT,blur,0,0,0,False,a statue of a man holding a sword,a statue of a man holding a sword
19944,CLIP + MLP,grayscale,0,0,0,False,,
19944,ViLT,grayscale,0,0,0,False,,
19944,BLIP Caption + BERT,grayscale,0,0,0,False,a statue of a man holding a sword,two people in a bamboo forest with bamboo trees
19944,CLIP + MLP,darken,0,0,0,False,,
19944,ViLT,darken,0,0,0,False,,
19944,BLIP Caption + BERT,darken,0,0,0,False,a statue of a man holding a sword,a statue of a man holding a sword
19944,CLIP + MLP,crop,0,0,0,False,,
19944,ViLT,crop,0,0,0,False,,
19944,BLIP Caption + BERT,crop,0,0,0,False,a statue of a man holding a sword,a statue of a man holding a sword
32970,CLIP + MLP,blur,0,0,0,False,,
32970,ViLT,blur,0,0,0,False,,
32970,BLIP Caption + BERT,blur,0,0,0,False,a man with glasses and a beard standing in front of a building,a man in a suit and tie standing in front of a poster
32970,CLIP + MLP,grayscale,0,0,0,False,,
32970,ViLT,grayscale,0,0,0,False,,
32970,BLIP Caption + BERT,grayscale,0,0,0,False,a man with glasses and a beard standing in front of a building,a man with glasses and a beard in a black and white photo
32970,CLIP + MLP,darken,0,0,0,False,,
32970,ViLT,darken,0,0,0,False,,
32970,BLIP Caption + BERT,darken,0,0,0,False,a man with glasses and a beard standing in front of a building,a man in glasses and a suit with a quote on it
32970,CLIP + MLP,crop,0,0,0,False,,
32970,ViLT,crop,0,0,0,False,,
32970,BLIP Caption + BERT,crop,0,0,0,False,a man with glasses and a beard standing in front of a building,a man with glasses and a beard standing in front of a building
102044,CLIP + MLP,blur,1,0,0,False,,
102044,ViLT,blur,1,0,0,False,,
102044,BLIP Caption + BERT,blur,1,0,0,False,a cat laying on a bed with a white sheet,a cat is sitting on a bed with a paper
102044,CLIP + MLP,grayscale,1,0,0,False,,
102044,ViLT,grayscale,1,0,0,False,,
102044,BLIP Caption + BERT,grayscale,1,0,0,False,a cat laying on a bed with a white sheet,a cat laying on top of a bed
102044,CLIP + MLP,darken,1,0,0,False,,
102044,ViLT,darken,1,0,1,True,,
102044,BLIP Caption + BERT,darken,1,0,0,False,a cat laying on a bed with a white sheet,a cat laying on top of a bed with a piece of paper
102044,CLIP + MLP,crop,1,0,0,False,,
102044,ViLT,crop,1,0,1,True,,
102044,BLIP Caption + BERT,crop,1,0,0,False,a cat laying on a bed with a white sheet,a cat wearing a white shirt
95385,CLIP + MLP,blur,0,0,0,False,,
95385,ViLT,blur,0,0,0,False,,
95385,BLIP Caption + BERT,blur,0,0,0,False,a scene from the movie exodus,a man standing on top of a stage next to a crowd
95385,CLIP + MLP,grayscale,0,0,0,False,,
95385,ViLT,grayscale,0,0,0,False,,
95385,BLIP Caption + BERT,grayscale,0,0,0,False,a scene from the movie exodus,a man is kneeling on the ground in front of a crowd
95385,CLIP + MLP,darken,0,0,0,False,,
95385,ViLT,darken,0,0,0,False,,
95385,BLIP Caption + BERT,darken,0,0,0,False,a scene from the movie exodus,a man in a black suit is standing on the ground with his hands up
95385,CLIP + MLP,crop,0,0,0,False,,
95385,ViLT,crop,0,0,0,False,,
95385,BLIP Caption + BERT,crop,0,0,0,False,a scene from the movie exodus,a scene from the movie glad glad glad glad glad glad glad glad glad glad glad glad glad glad glad glad
85106,CLIP + MLP,blur,1,1,1,False,,
85106,ViLT,blur,1,1,0,True,,
85106,BLIP Caption + BERT,blur,1,1,0,True,the logo for the canadian chamber orchestra,the logo for the canadian red cross
85106,CLIP + MLP,grayscale,1,1,1,False,,
85106,ViLT,grayscale,1,1,0,True,,
85106,BLIP Caption + BERT,grayscale,1,1,0,True,the logo for the canadian chamber orchestra,the logo for the company
85106,CLIP + MLP,darken,1,1,1,False,,
85106,ViLT,darken,1,1,1,False,,
85106,BLIP Caption + BERT,darken,1,1,0,True,the logo for the canadian chamber orchestra,the logo for the new company
85106,CLIP + MLP,crop,1,1,1,False,,
85106,ViLT,crop,1,1,0,True,,
85106,BLIP Caption + BERT,crop,1,1,0,True,the logo for the canadian chamber orchestra,the logo for the canadian red cross
71251,CLIP + MLP,blur,0,0,0,False,,
71251,ViLT,blur,0,0,0,False,,
71251,BLIP Caption + BERT,blur,0,0,0,False,a man sitting on a couch,a man sitting on a couch with a cardboard robot
71251,CLIP + MLP,grayscale,0,0,0,False,,
71251,ViLT,grayscale,0,0,0,False,,
71251,BLIP Caption + BERT,grayscale,0,0,0,False,a man sitting on a couch,a man sitting on a couch with a cardboard robot
71251,CLIP + MLP,darken,0,0,0,False,,
71251,ViLT,darken,0,0,0,False,,
71251,BLIP Caption + BERT,darken,0,0,0,False,a man sitting on a couch,a man sitting on a couch with a cardboard robot
71251,CLIP + MLP,crop,0,0,0,False,,
71251,ViLT,crop,0,0,0,False,,
71251,BLIP Caption + BERT,crop,0,0,0,False,a man sitting on a couch,a man sitting on a couch with a cardboard robot
21387,CLIP + MLP,blur,0,0,0,False,,
21387,ViLT,blur,0,0,0,False,,
21387,BLIP Caption + BERT,blur,0,0,0,False,a bathroom with a bathtub and a sink,a bathroom with a large tub and a sink
21387,CLIP + MLP,grayscale,0,0,0,False,,
21387,ViLT,grayscale,0,0,0,False,,
21387,BLIP Caption + BERT,grayscale,0,0,0,False,a bathroom with a bathtub and a sink,a bathroom with a bathtub and toilet
21387,CLIP + MLP,darken,0,0,0,False,,
21387,ViLT,darken,0,0,0,False,,
21387,BLIP Caption + BERT,darken,0,0,0,False,a bathroom with a bathtub and a sink,a bathroom with a bathtub and toilet
21387,CLIP + MLP,crop,0,0,0,False,,
21387,ViLT,crop,0,0,0,False,,
21387,BLIP Caption + BERT,crop,0,0,0,False,a bathroom with a bathtub and a sink,a bathroom with a bathtub and sink
101622,CLIP + MLP,blur,0,0,0,False,,
101622,ViLT,blur,0,0,0,False,,
101622,BLIP Caption + BERT,blur,0,1,0,True,a little victory by lauren m smith,a person walking on a yellow line
101622,CLIP + MLP,grayscale,0,0,0,False,,
101622,ViLT,grayscale,0,0,0,False,,
101622,BLIP Caption + BERT,grayscale,0,1,0,True,a little victory by lauren m smith,a little victory by person
101622,CLIP + MLP,darken,0,0,0,False,,
101622,ViLT,darken,0,0,0,False,,
101622,BLIP Caption + BERT,darken,0,1,0,True,a little victory by lauren m smith,a woman ' s legs and feet are shown in the middle of a book cover
101622,CLIP + MLP,crop,0,0,0,False,,
101622,ViLT,crop,0,0,0,False,,
101622,BLIP Caption + BERT,crop,0,1,0,True,a little victory by lauren m smith,"a woman running on a road with the words, ' all the victory '"
33958,CLIP + MLP,blur,0,0,0,False,,
33958,ViLT,blur,0,0,0,False,,
33958,BLIP Caption + BERT,blur,0,0,0,False,a penguin and a penguinling standing in the snow,a penguin and a penguin standing on the ice
33958,CLIP + MLP,grayscale,0,0,0,False,,
33958,ViLT,grayscale,0,0,0,False,,
33958,BLIP Caption + BERT,grayscale,0,0,0,False,a penguin and a penguinling standing in the snow,emperor penguin and chick
33958,CLIP + MLP,darken,0,0,0,False,,
33958,ViLT,darken,0,0,0,False,,
33958,BLIP Caption + BERT,darken,0,0,0,False,a penguin and a penguinling standing in the snow,a penguin and a penguinling standing in the snow
33958,CLIP + MLP,crop,0,0,0,False,,
33958,ViLT,crop,0,0,0,False,,
33958,BLIP Caption + BERT,crop,0,0,1,True,a penguin and a penguinling standing in the snow,a penguin and a penguinling on the ice
58701,CLIP + MLP,blur,0,0,0,False,,
58701,ViLT,blur,0,0,0,False,,
58701,BLIP Caption + BERT,blur,0,0,0,False,the boston celtics are playing in the nba playoffs,the boston celtics are playing in the nba playoffs
58701,CLIP + MLP,grayscale,0,0,0,False,,
58701,ViLT,grayscale,0,0,0,False,,
58701,BLIP Caption + BERT,grayscale,0,0,0,False,the boston celtics are playing in the nba playoffs,a group of men playing basketball in a stadium
58701,CLIP + MLP,darken,0,0,0,False,,
58701,ViLT,darken,0,0,0,False,,
58701,BLIP Caption + BERT,darken,0,0,0,False,the boston celtics are playing in the nba playoffs,the nba basketball game is coming
58701,CLIP + MLP,crop,0,0,0,False,,
58701,ViLT,crop,0,0,0,False,,
58701,BLIP Caption + BERT,crop,0,0,0,False,the boston celtics are playing in the nba playoffs,the boston celtics are playing in the nba playoffs
108328,CLIP + MLP,blur,1,0,0,False,,
108328,ViLT,blur,1,0,0,False,,
108328,BLIP Caption + BERT,blur,1,0,0,False,a green pepper plant with a green pepper on it,a green pepper plant with a few green peppers growing in the ground
108328,CLIP + MLP,grayscale,1,0,0,False,,
108328,ViLT,grayscale,1,0,0,False,,
108328,BLIP Caption + BERT,grayscale,1,0,1,True,a green pepper plant with a green pepper on it,a black and white photo of a plant
108328,CLIP + MLP,darken,1,0,0,False,,
108328,ViLT,darken,1,0,0,False,,
108328,BLIP Caption + BERT,darken,1,0,0,False,a green pepper plant with a green pepper on it,a green pepper plant with a green pepper plant in the background
108328,CLIP + MLP,crop,1,0,0,False,,
108328,ViLT,crop,1,0,0,False,,
108328,BLIP Caption + BERT,crop,1,0,0,False,a green pepper plant with a green pepper on it,a green pepper plant with a green pepper on it ' s stem
96153,CLIP + MLP,blur,1,0,0,False,,
96153,ViLT,blur,1,0,0,False,,
96153,BLIP Caption + BERT,blur,1,0,0,False,a young boy sitting in a shopping cart reading a book,a young boy is reading a book in a shopping cart
96153,CLIP + MLP,grayscale,1,0,0,False,,
96153,ViLT,grayscale,1,0,0,False,,
96153,BLIP Caption + BERT,grayscale,1,0,0,False,a young boy sitting in a shopping cart reading a book,a young boy sitting in a shopping cart
96153,CLIP + MLP,darken,1,0,0,False,,
96153,ViLT,darken,1,0,0,False,,
96153,BLIP Caption + BERT,darken,1,0,0,False,a young boy sitting in a shopping cart reading a book,a young boy sitting in a shopping cart reading a book
96153,CLIP + MLP,crop,1,0,0,False,,
96153,ViLT,crop,1,0,0,False,,
96153,BLIP Caption + BERT,crop,1,0,0,False,a young boy sitting in a shopping cart reading a book,a young boy sitting in a shopping cart reading a book
25057,CLIP + MLP,blur,0,0,0,False,,
25057,ViLT,blur,0,0,0,False,,
25057,BLIP Caption + BERT,blur,0,0,0,False,a dog is standing on the ground,a white dog is standing on the ground
25057,CLIP + MLP,grayscale,0,0,0,False,,
25057,ViLT,grayscale,0,0,0,False,,
25057,BLIP Caption + BERT,grayscale,0,0,0,False,a dog is standing on the ground,a black and white photo of a dog
25057,CLIP + MLP,darken,0,0,0,False,,
25057,ViLT,darken,0,0,0,False,,
25057,BLIP Caption + BERT,darken,0,0,0,False,a dog is standing on the ground,a dog is standing on the sidewalk
25057,CLIP + MLP,crop,0,0,0,False,,
25057,ViLT,crop,0,0,0,False,,
25057,BLIP Caption + BERT,crop,0,0,0,False,a dog is standing on the ground,a dog is standing on the sidewalk
2874,CLIP + MLP,blur,0,0,0,False,,
2874,ViLT,blur,0,0,0,False,,
2874,BLIP Caption + BERT,blur,0,0,0,False,a monkey wearing a hat and sunglasses sitting in the grass,a monkey with a banda on its head
2874,CLIP + MLP,grayscale,0,0,0,False,,
2874,ViLT,grayscale,0,0,0,False,,
2874,BLIP Caption + BERT,grayscale,0,0,0,False,a monkey wearing a hat and sunglasses sitting in the grass,a gorilla wearing a hat and scarf sitting on a log
2874,CLIP + MLP,darken,0,0,0,False,,
2874,ViLT,darken,0,0,0,False,,
2874,BLIP Caption + BERT,darken,0,0,1,True,a monkey wearing a hat and sunglasses sitting in the grass,a chiy chiy chiy chiy chiy chiy chiy chiy chiy chiy chiy chiy chiy chi
2874,CLIP + MLP,crop,0,0,0,False,,
2874,ViLT,crop,0,0,0,False,,
2874,BLIP Caption + BERT,crop,0,0,0,False,a monkey wearing a hat and sunglasses sitting in the grass,a monkey wearing a banda and sunglasses
93901,CLIP + MLP,blur,0,0,0,False,,
93901,ViLT,blur,0,0,0,False,,
93901,BLIP Caption + BERT,blur,0,0,0,False,a satellite image of a small asteroid,a black and white photo of a group of planets
93901,CLIP + MLP,grayscale,0,0,0,False,,
93901,ViLT,grayscale,0,0,0,False,,
93901,BLIP Caption + BERT,grayscale,0,0,1,True,a satellite image of a small asteroid,the comet comet and its satellites
93901,CLIP + MLP,darken,0,0,0,False,,
93901,ViLT,darken,0,0,0,False,,
93901,BLIP Caption + BERT,darken,0,0,0,False,a satellite image of a small asteroid,a map of the area
93901,CLIP + MLP,crop,0,0,0,False,,
93901,ViLT,crop,0,0,0,False,,
93901,BLIP Caption + BERT,crop,0,0,0,False,a satellite image of a small asteroid,a group of asteroids in the dark sky
75143,CLIP + MLP,blur,0,0,0,False,,
75143,ViLT,blur,0,0,0,False,,
75143,BLIP Caption + BERT,blur,0,0,0,False,a man in a suit and tie sitting at a table,a man in a suit eating a sandwich
75143,CLIP + MLP,grayscale,0,0,0,False,,
75143,ViLT,grayscale,0,0,0,False,,
75143,BLIP Caption + BERT,grayscale,0,0,0,False,a man in a suit and tie sitting at a table,a man sitting at a table with a laptop
75143,CLIP + MLP,darken,0,0,0,False,,
75143,ViLT,darken,0,0,0,False,,
75143,BLIP Caption + BERT,darken,0,0,0,False,a man in a suit and tie sitting at a table,a man in a suit and tie sitting at a table
75143,CLIP + MLP,crop,0,0,0,False,,
75143,ViLT,crop,0,0,0,False,,
